Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL4790191,,None,734.98,2,10.76,16b,O=C(/C=C/c1ccc(C(=C2CCCCC2)c2ccc(O)cc2)cc1)NCCCCCNC(=O)/C=C/c1ccc(C(=C2CCCCC2)c2ccc(O)cc2)cc1,IC50,'=',2.35,nM,8.63,,,UO_0000065,11.74,0.21,-2.13,8.75,0,CHEMBL4685966,Displacement of fluorescent-labelled E2 from recombinant human GST-tagged ERalpha by LanthaScreen TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4680223,1,Scientific Literature,Eur J Med Chem,2020,None,,ANTAGONIST,,2.35
CHEMBL4755319,,None,807.05,2,11.97,16a,CC/C(=C(/c1ccc(O)cc1)c1ccc(/C=C/C(=O)NCCCCCNC(=O)/C=C/c2ccc(/C(=C(\CC)c3ccccc3)c3ccc(O)cc3)cc2)cc1)c1ccccc1,IC50,'=',3.52,nM,8.45,,,UO_0000065,10.47,0.19,-3.52,8.57,0,CHEMBL4685966,Displacement of fluorescent-labelled E2 from recombinant human GST-tagged ERalpha by LanthaScreen TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4680223,1,Scientific Literature,Eur J Med Chem,2020,None,,ANTAGONIST,,3.52
CHEMBL4758245,,None,778.99,2,11.19,14a,CC/C(=C(/c1ccc(O)cc1)c1ccc(/C=C/C(=O)NCCCNC(=O)/C=C/c2ccc(/C(=C(\CC)c3ccccc3)c3ccc(O)cc3)cc2)cc1)c1ccccc1,IC50,'=',1.28,nM,8.89,,,UO_0000065,11.42,0.21,-2.3,9.01,0,CHEMBL4685966,Displacement of fluorescent-labelled E2 from recombinant human GST-tagged ERalpha by LanthaScreen TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4680223,1,Scientific Literature,Eur J Med Chem,2020,None,,ANTAGONIST,,1.28
CHEMBL85090,,None,453.65,1,6.43,l,Oc1ccc2c(c1)S[C@H](C1CCCCC1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2,IC50,'=',2.6,nM,8.59,,,UO_0000065,18.92,0.37,2.16,20.47,0,CHEMBL679321,Binding affinity towards human estrogen receptor alpha,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146734,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,,,2.6
CHEMBL6134580,,None,469.5,1,5.26,9,Oc1ccc2c(c1)OC[C@H](c1ccc(F)cc1F)[C@@H]2c1ccc(OCCN2CC(CF)C2)cc1,IC50,'=',1.3,nM,8.89,,,UO_0000065,18.93,0.36,3.63,21.19,0,CHEMBL6087167,Antagonist activity at Gal4-fused ER-alpha (unknown origin) expressed in HEK293 cells assessed as inhibition of estradiol-induced ERE luciferase gene expression incubated for 24 hrs by Bright Glo reagent based luminescence analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL6083291,1,Scientific Literature,J Med Chem,2024,None,TIME = 24.0 hr,ANTAGONIST,,1.3
CHEMBL6103184,,None,481.54,1,5.13,27,COc1cc(F)ccc1[C@H]1COc2cc(O)ccc2[C@H]1c1ccc(OCCN2CC(CF)C2)cc1,IC50,'=',0.86,nM,9.07,,,UO_0000065,18.83,0.35,3.94,17.72,0,CHEMBL6087167,Antagonist activity at Gal4-fused ER-alpha (unknown origin) expressed in HEK293 cells assessed as inhibition of estradiol-induced ERE luciferase gene expression incubated for 24 hrs by Bright Glo reagent based luminescence analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL6083291,1,Scientific Literature,J Med Chem,2024,None,TIME = 24.0 hr,ANTAGONIST,,0.86
CHEMBL6120851,,None,519.51,2,6.14,32,Oc1ccc2c(c1)OC[C@H](c1ccc(C(F)(F)F)cc1F)[C@@H]2c1ccc(OCCN2CC(CF)C2)cc1,IC50,'=',1.7,nM,8.77,,,UO_0000065,16.88,0.32,2.63,20.91,0,CHEMBL6087167,Antagonist activity at Gal4-fused ER-alpha (unknown origin) expressed in HEK293 cells assessed as inhibition of estradiol-induced ERE luciferase gene expression incubated for 24 hrs by Bright Glo reagent based luminescence analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL6083291,1,Scientific Literature,J Med Chem,2024,None,TIME = 24.0 hr,ANTAGONIST,,1.7
CHEMBL6109020,,None,503.56,2,6.11,53,Oc1ccc2c(c1)SC[C@H](c1cc(F)c(F)cc1F)[C@@H]2c1ccc(OCCN2CC(CF)C2)cc1,IC50,'=',0.51,nM,9.29,,,UO_0000065,18.45,0.36,3.18,28.42,0,CHEMBL6087167,Antagonist activity at Gal4-fused ER-alpha (unknown origin) expressed in HEK293 cells assessed as inhibition of estradiol-induced ERE luciferase gene expression incubated for 24 hrs by Bright Glo reagent based luminescence analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL6083291,1,Scientific Literature,J Med Chem,2024,None,TIME = 24.0 hr,ANTAGONIST,,0.51
CHEMBL5874010,,None,493.55,1,5.4,BDBM361415,COc1ccc(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,IC50,'=',1.5,nM,8.82,,887522,UO_0000065,17.88,0.34,3.42,17.82,1,CHEMBL5735027,Binding Assay: ERα: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alpha-LBD (GST)) was assessed in competition assays using a LanthaScreen is Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5837180,,None,493.55,0,4.83,BDBM361451,COc1ccc(NCCNCCCF)nc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,IC50,'=',82,nM,7.09,,887557,UO_0000065,14.36,0.28,2.26,10.87,1,CHEMBL5735027,Binding Assay: ERα: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alpha-LBD (GST)) was assessed in competition assays using a LanthaScreen is Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL81,RALOXIFENE,4,473.59,1,6.08,11,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,'=',5.9,nM,8.23,,,UO_0000065,17.38,0.33,2.15,11.76,0,CHEMBL4670525,Antagonist activity at ER-alpha in human MCF-7:WS8 cells transfected with an estrogen response element assessed as suppression of estrogen-induced response incubated for 18 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4665793,1,Scientific Literature,J Med Chem,2020,None,TIME = 18.0 hr,ANTAGONIST,,5.9
CHEMBL6021270,,None,495.52,0,4.19,BDBM361520,COc1nnc(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,IC50,'=',2,nM,8.7,,887626,UO_0000065,17.56,0.34,4.51,11.55,1,CHEMBL5735027,Binding Assay: ERα: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alpha-LBD (GST)) was assessed in competition assays using a LanthaScreen is Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL323119,,None,471.65,1,5.26,19j,CN(C)c1cccc(N2CCc3cc(O)ccc3C2(C)c2ccc(OCCN3CCCC3)cc2)c1,IC50,'=',94,nM,7.03,,,UO_0000065,14.9,0.27,1.77,17.93,0,CHEMBL682290,Inhibitory concentration against estrogen receptor alpha using radioligand binding assay.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145829,1,Scientific Literature,J Med Chem,2003,None,,,,94
CHEMBL6054685,,None,526.55,1,4.44,BDBM361474,Cc1ccc2[nH]c3c(c2c1)C[C@@H](C)N(CC(F)(F)CO)[C@@H]3c1c(F)cnc(OCCNCCCF)c1F,IC50,'=',0.71,nM,9.15,,887580,UO_0000065,17.37,0.34,4.71,12.46,1,CHEMBL5735027,Binding Assay: ERα: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alpha-LBD (GST)) was assessed in competition assays using a LanthaScreen is Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5978220,,None,517.59,2,5.3,BDBM361531,Cc1c(OCCNCCC(F)F)ccc(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1C[C@@H](C)C(=O)O,IC50,'=',11,nM,7.96,,887637,UO_0000065,15.38,0.29,2.66,10.26,1,CHEMBL5735027,Binding Assay: ERα: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alpha-LBD (GST)) was assessed in competition assays using a LanthaScreen is Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL100617,,None,458.6,1,5.29,20f,CC1(c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CCN1c1cccc(O)c1,IC50,'=',0.7,nM,9.15,,,UO_0000065,19.96,0.37,3.86,16.3,0,CHEMBL682289,Inhibitory concentration against estrogen receptor alpha using estrogen response element (ERE) assay.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145829,1,Scientific Literature,J Med Chem,2003,None,,,,0.7
CHEMBL219577,,None,328.36,0,3.71,8h,CC(C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,IC50,'=',80,nM,7.1,,,UO_0000065,21.61,0.4,3.39,8.16,0,CHEMBL909843,Displacement of [3H]E2 from human recombinant ERalpha LBD by SPA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137296,1,Scientific Literature,J Med Chem,2006,None,,,,80
CHEMBL9352,NARINGENIN,None,272.26,0,2.51,NAR,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,IC50,'=',75302,nM,4.12,,,UO_0000065,15.14,0.28,1.61,4.74,0,CHEMBL909843,Displacement of [3H]E2 from human recombinant ERalpha LBD by SPA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137296,1,Scientific Literature,J Med Chem,2006,None,,,,75302
CHEMBL460647,SOPHORAFLAVANONE B,None,340.38,0,4.02,8-PN,CC(C)=CCc1c(O)cc(O)c2c1OC(c1ccc(O)cc1)CC2=O,IC50,'=',57,nM,7.24,,,UO_0000065,21.28,0.4,3.22,8.33,0,CHEMBL909843,Displacement of [3H]E2 from human recombinant ERalpha LBD by SPA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137296,1,Scientific Literature,J Med Chem,2006,None,,,,57
CHEMBL5919312,,None,549.61,2,5.97,BDBM361556,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCN(C)CCCF)c2C(F)F)N1C[C@H](C)C(=O)O,IC50,'=',1.1,nM,8.96,,1062218,UO_0000065,16.3,0.31,2.99,13.02,1,CHEMBL5737035,ERalpha Binding Assay: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alpha-LBD (GST)) was assessed in competition assays using a LanthaScreen Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL205920,,None,298.37,0,3.73,1be,CCc1cc(O)cc2ncn(-c3ccc(O)cc3)c(=S)c12,IC50,'=',2260,nM,5.65,,,UO_0000065,18.92,0.37,1.92,9.69,0,CHEMBL860989,Displacement of [3H]estrone from ER alpha,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146098,1,Scientific Literature,J Med Chem,2006,None,,,,2260
CHEMBL377847,,None,242.32,0,3.48,4,CCCC12CCC(=O)C=C1c1ccc(O)cc1C2,IC50,'=',2530,nM,5.6,,,UO_0000065,23.1,0.42,2.12,15.01,0,CHEMBL852960,Binding affinity to ERalpha by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138102,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,,,2530
CHEMBL4297509,ELACESTRANT,4,458.65,1,5.85,RAD-1901,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1,IC50,'=',5.6,nM,8.25,,,UO_0000065,17.99,0.33,2.4,18.45,0,CHEMBL6130015,Displacement of fluormone ES2 from full length human estrogen receptor alpha incubated for 60 mins under dark condition by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL6127096,1,Scientific Literature,Eur J Med Chem,2024,None,TIME = 1.0 hr,DEGRADER,,5.6
CHEMBL5886475,,None,464.51,0,4.79,BDBM361442,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCNCCCF)n2)N1CC(F)(F)F,IC50,'=',190,nM,6.72,,1062105,UO_0000065,14.47,0.28,1.93,12.64,1,CHEMBL5737035,ERalpha Binding Assay: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alpha-LBD (GST)) was assessed in competition assays using a LanthaScreen Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL385801,,None,300.79,0,4.86,8h,CCCCn1nc(-c2ccc(O)cc2)c2cccc(Cl)c21,IC50,'=',25,nM,7.6,,,UO_0000065,25.27,0.49,2.74,19.98,0,CHEMBL916819,Activity at human ERalpha expressed in HAECT1 cells assessed as inhibition of NF-kappaB transcription,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HAECT1,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149265,1,Scientific Literature,J Med Chem,2004,None,,,,25
CHEMBL4447340,,None,461.53,1,5.44,BDBM368199,CC1=C(c2cccc(O)c2)[C@H](c2ccc(OCCN3CC(CF)C3)cc2)Oc2ccc(O)cc21,IC50,'=',0.07,nM,10.15,,727511,UO_0000065,22,0.41,4.71,16.34,0,CHEMBL5733230,Breast Cancer Cell Viability Assay: MCF-7 cells were adjusted to a concentration of 40,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1358,FULVESTRANT,4,606.78,2,8.68,BDBM50169743,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,IC50,'=',0.57,nM,9.24,,727516,UO_0000065,15.23,0.31,0.56,14.55,0,CHEMBL5733230,Breast Cancer Cell Viability Assay: MCF-7 cells were adjusted to a concentration of 40,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5095057,BEXIRESTRANT,2,477.53,1,6.65,69,CC1=C(c2cc(F)cc(F)c2)[C@H](c2ccc(/C=C/CN3CC(CF)C3)cc2)Oc2cc(O)ccc21,IC50,'=',0.3,nM,9.52,,,UO_0000065,19.94,0.37,2.87,29.12,1,CHEMBL6116734,Inhibition of ERalpha (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL6114981,1,Scientific Literature,Bioorg Med Chem,2025,None,,INHIBITOR,,0.3
CHEMBL6057937,,None,519.59,1,4.35,BDBM436237,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(C)(F)CO,IC50,'=',10,nM,8,,1017615,UO_0000065,15.4,0.3,3.65,11.87,0,CHEMBL5736613,Binding Assay: The assay was performed as follows with all reagent additions carried out using the Beckman Coulter BioRAPTR FRD microfluidic workstation:1. Acoustic dispense 120 nL of the test compound into a black low volume 384 well assay plates.2. Prepare 1×ER alpha-LBD/Tb-antiGST Ab in ES2 screening buffer and incubate for 15 minutes.3. Dispense 6 μL of the 1×AR-LBD/Tb-anti-GST Ab reagent into each well of the assay plate followed by 6 μL of Fluorophore reagent into each well of the assay plate4. Cover the assay plate to protect the reagents from light and evaporation,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5942694,,None,506.55,1,3.52,BDBM300965,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ncc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,IC50,'=',13,nM,7.89,,1017622,UO_0000065,15.57,0.3,4.37,9.82,1,CHEMBL5736613,Binding Assay: The assay was performed as follows with all reagent additions carried out using the Beckman Coulter BioRAPTR FRD microfluidic workstation:1. Acoustic dispense 120 nL of the test compound into a black low volume 384 well assay plates.2. Prepare 1×ER alpha-LBD/Tb-antiGST Ab in ES2 screening buffer and incubate for 15 minutes.3. Dispense 6 μL of the 1×AR-LBD/Tb-anti-GST Ab reagent into each well of the assay plate followed by 6 μL of Fluorophore reagent into each well of the assay plate4. Cover the assay plate to protect the reagents from light and evaporation,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4780699,,None,494.51,0,4.26,BDBM300985,FCCCN1CC(Nc2ccc([C@@H]3c4ccc5[nH]ncc5c4C[C@@H](C(F)F)N3CC(F)F)nc2)C1,IC50,'=',2.8,nM,8.55,,1017642,UO_0000065,17.3,0.33,4.29,14.24,1,CHEMBL5736613,Binding Assay: The assay was performed as follows with all reagent additions carried out using the Beckman Coulter BioRAPTR FRD microfluidic workstation:1. Acoustic dispense 120 nL of the test compound into a black low volume 384 well assay plates.2. Prepare 1×ER alpha-LBD/Tb-antiGST Ab in ES2 screening buffer and incubate for 15 minutes.3. Dispense 6 μL of the 1×AR-LBD/Tb-anti-GST Ab reagent into each well of the assay plate followed by 6 μL of Fluorophore reagent into each well of the assay plate4. Cover the assay plate to protect the reagents from light and evaporation,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5786611,,None,507.53,1,3.48,BDBM300993,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ncc(OC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,IC50,'=',7.2,nM,8.14,,1017650,UO_0000065,16.04,0.31,4.66,10.51,1,CHEMBL5736613,Binding Assay: The assay was performed as follows with all reagent additions carried out using the Beckman Coulter BioRAPTR FRD microfluidic workstation:1. Acoustic dispense 120 nL of the test compound into a black low volume 384 well assay plates.2. Prepare 1×ER alpha-LBD/Tb-antiGST Ab in ES2 screening buffer and incubate for 15 minutes.3. Dispense 6 μL of the 1×AR-LBD/Tb-anti-GST Ab reagent into each well of the assay plate followed by 6 μL of Fluorophore reagent into each well of the assay plate4. Cover the assay plate to protect the reagents from light and evaporation,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5971212,,None,506.55,1,3.52,BDBM300995,C[C@@H]1Cc2c(ccc3[nH]nc(F)c23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)CO,IC50,'=',0.88,nM,9.06,,1017652,UO_0000065,17.88,0.34,5.54,11.28,1,CHEMBL5736613,Binding Assay: The assay was performed as follows with all reagent additions carried out using the Beckman Coulter BioRAPTR FRD microfluidic workstation:1. Acoustic dispense 120 nL of the test compound into a black low volume 384 well assay plates.2. Prepare 1×ER alpha-LBD/Tb-antiGST Ab in ES2 screening buffer and incubate for 15 minutes.3. Dispense 6 μL of the 1×AR-LBD/Tb-anti-GST Ab reagent into each well of the assay plate followed by 6 μL of Fluorophore reagent into each well of the assay plate4. Cover the assay plate to protect the reagents from light and evaporation,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4753585,,None,468.6,0,4.5,BDBM300997,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(C)(C)F,IC50,'=',73,nM,7.14,,1017654,UO_0000065,15.23,0.29,2.64,11.88,1,CHEMBL5736613,Binding Assay: The assay was performed as follows with all reagent additions carried out using the Beckman Coulter BioRAPTR FRD microfluidic workstation:1. Acoustic dispense 120 nL of the test compound into a black low volume 384 well assay plates.2. Prepare 1×ER alpha-LBD/Tb-antiGST Ab in ES2 screening buffer and incubate for 15 minutes.3. Dispense 6 μL of the 1×AR-LBD/Tb-anti-GST Ab reagent into each well of the assay plate followed by 6 μL of Fluorophore reagent into each well of the assay plate4. Cover the assay plate to protect the reagents from light and evaporation,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5846746,,None,519.61,1,4.86,BDBM361456,COc1ccc(O[C@@H](C)CNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)CO,IC50,'=',13,nM,7.89,,714553,UO_0000065,15.18,0.29,3.03,11.31,0,CHEMBL5733100,MCF-7 ER Down-Regulation Assay: The ability of compounds to down-regulate Estrogen Receptor (ER) numbers was assessed in a cell based immuno-fluorescence assay using the MCF-7 human ductal carcinoma breast cell line. MCF-7 cells were revived directly from a cryovial (approx 5×106 cells) in Assay Medium (phenol red free Dulbecco's Modified Eagle's medium (DMEM); Sigma D5921) containing 2 mM L-Glutamine and 5% (v/v) Charcoal/Dextran treated foetal calf serum. Cells were syringed once using a sterile 18G×1.5 inch (1.2×40 mm) broad gauge needle and cell density was measured using a Coulter Counter (Beckman). Cells were further diluted in Assay Medium to a density of 3.75×104 cells per mL and 40 μL per well added to transparent bottomed,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL6051179,,None,483.6,1,5.34,BDBM361460,COc1ccc(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC1(F)CC1,IC50,'=',0.34,nM,9.47,,714561,UO_0000065,19.58,0.37,4.13,19.12,0,CHEMBL5733100,MCF-7 ER Down-Regulation Assay: The ability of compounds to down-regulate Estrogen Receptor (ER) numbers was assessed in a cell based immuno-fluorescence assay using the MCF-7 human ductal carcinoma breast cell line. MCF-7 cells were revived directly from a cryovial (approx 5×106 cells) in Assay Medium (phenol red free Dulbecco's Modified Eagle's medium (DMEM); Sigma D5921) containing 2 mM L-Glutamine and 5% (v/v) Charcoal/Dextran treated foetal calf serum. Cells were syringed once using a sterile 18G×1.5 inch (1.2×40 mm) broad gauge needle and cell density was measured using a Coulter Counter (Beckman). Cells were further diluted in Assay Medium to a density of 3.75×104 cells per mL and 40 μL per well added to transparent bottomed,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5430566,,None,503.57,1,4.83,BDBM361466,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1C[C@H](C)C(=O)O,IC50,'=',7.9,nM,8.1,,714572,UO_0000065,16.09,0.31,3.27,10.44,0,CHEMBL5733099,ERalpha Binding Assay: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alphaLBD (GST)) was assessed in competition assays using a LanthaScreen Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5775097,,None,521.56,1,4.97,BDBM361467,C[C@@H]1Cc2c([nH]c3ccc(F)cc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1C[C@H](C)C(=O)O,IC50,'=',2.3,nM,8.64,,714574,UO_0000065,16.56,0.32,3.67,11.13,0,CHEMBL5733099,ERalpha Binding Assay: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alphaLBD (GST)) was assessed in competition assays using a LanthaScreen Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5912040,,None,529.53,1,4.88,BDBM361468,C[C@@H]1Cc2c([nH]c3c(F)cccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1CC(F)(F)CO,IC50,'=',0.12,nM,9.92,,714577,UO_0000065,18.74,0.37,5.04,16.39,0,CHEMBL5733100,MCF-7 ER Down-Regulation Assay: The ability of compounds to down-regulate Estrogen Receptor (ER) numbers was assessed in a cell based immuno-fluorescence assay using the MCF-7 human ductal carcinoma breast cell line. MCF-7 cells were revived directly from a cryovial (approx 5×106 cells) in Assay Medium (phenol red free Dulbecco's Modified Eagle's medium (DMEM); Sigma D5921) containing 2 mM L-Glutamine and 5% (v/v) Charcoal/Dextran treated foetal calf serum. Cells were syringed once using a sterile 18G×1.5 inch (1.2×40 mm) broad gauge needle and cell density was measured using a Coulter Counter (Beckman). Cells were further diluted in Assay Medium to a density of 3.75×104 cells per mL and 40 μL per well added to transparent bottomed,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5743400,,None,527.99,2,5.25,BDBM361493,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2Cl)N1CC(F)(F)CO,IC50,'=',1.3,nM,8.89,,887599,UO_0000065,16.83,0.34,3.64,14.68,1,CHEMBL5735027,Binding Assay: ERα: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alpha-LBD (GST)) was assessed in competition assays using a LanthaScreen is Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
